"Entrez Gene ID","gene","Ctrl","Ctrl.1","MandIL4","MandIL4.1","MandIL4.2","MandLPSandIFNg","MandLPSandIFNg.1","MandLPSandIFNg.2"
"11409","Acads",1.1528,4.9454,3.2769,4.4816,2.5988,0.8531,0,2.2755
"11418","Accn1",0,0,0,0,0,0,0,0
"11425","Apoc4",0,1.3497,0,0,0,0,0,0
"11428","Aco1",6.3551,5.5345,6.6934,6.5827,6.9849,3.4066,5.4112,6.0633
"11432","Acp2",10.1404,10.1933,9.7893,9.1273,9.6613,11.6259,11.3549,11.7805
"11433","Acp5",5.3289,6.1293,5.3266,6.5131,6.1389,5.2994,6.5792,7.2
"11435","Chrna1",0,0,0,0,0,0,0,0
"11441","Chrna7",0,0,0,0,0,0,0,0
"11451","Acrv1",0,0,0,0,0,0,0,0
"11475","Acta2",9.1866,8.475,7.6232,8.6631,7.4558,5.1956,5.4059,4.5478
"11461","Actb",15.5383,15.2999,15.2999,15.2999,15.0933,14.5971,14.957,14.7014
"11479","Acvr1b",7.3972,7.038,6.6078,6.8822,6.0796,7.3577,7.4306,7.2508
"11480","Acvr2a",6.2982,6.7008,5.1243,5.9857,6.6211,6.0948,7.0804,6.7455
"11481","Acvr2b",6.2646,5.2994,3.8864,5.5509,4.0155,5.8133,4.2935,5.4391
"11486","Ada",2.1412,0,0,0,0,0,0,3.8601
"11487","Adam10",10.7501,10.4476,10.7134,10.7381,10.5012,9.4515,10.013,10.2526
"11489","Adam12",0,0.08696,0,0,0,0,1.4807,0
"11499","Adam5",0,0,0,0,0,0,0,0
"11500","Adam7",0,0,0,0,0,0,0,0
"11501","Adam8",10.1513,9.9648,11.0918,10.9681,10.4686,9.9842,10.0809,9.7772
"11502","Adam9",8.8636,8.7091,8.3446,8.9141,8.8571,8.6678,7.5068,7.0487
"11512","Adcy6",0,0,1.1718,0,0,3.1271,0,0
"11520","Plin2",10.4939,10.9045,9.9558,10.4843,10.0543,9.3327,9.7893,9.4957
"11522","Adh1",0,0,0,0,0,0,0,0
"11532","Adh5",5.7667,6.4792,6.1312,7.3972,6.6818,6.5571,5.9857,6.2956
"11536","Gpr182",0,0,0,0,0,0,0,0
"11541","Adora2b",3.9357,3.2672,5.7466,6.3299,4.3618,4.2419,0,6.1889
"11544","Adprh",7.785,7.9492,8.3103,7.6661,8.2624,8.0941,7.8796,7.5633
"11545","Parp1",7.4529,7.4206,7.0268,4.3869,6.9154,5.5756,6.4051,4.6939
"11548","Adra1b",0,0,0,0,0,0,0,0
"11551","Adra2a",0,0.2344,3.6319,2.7323,0,0,0,0
"11553","Adra2c",0,0,0,0,0,0,-3.5229,0
"11554","Adrb1",0,0.06891,0,0,0,0,0,0
"11555","Adrb2",5.5304,5.6145,0,4.7764,2.3275,4.2805,4.4602,5.8466
"11565","Adssl1",7.7445,7.223,7.2536,7.4578,7.5105,6.6891,6.8226,7.3818
"11566","Adss",8.9075,8.5929,9.0045,8.3504,8.6112,6.9947,7.7343,7.5856
"11576","Afp",3.5745,4.2747,1.8069,4.7764,3.1312,3.545,6.7985,5.3623
"11595","Acan",0,0,0,0,0,0,0,0
"11596","Ager",2.7087,1.5636,3.4673,0,0,0.7461,3.2672,0.748
"11601","Angpt2",4.117,4.0272,0,0,0,0,1.2671,4.8795
"11604","Agrp",0,0,0,0,0,0,0,0
"11606","Agt",0,0,0,0,0,0,0,0
"11609","Agtr2",0,0,0,0,0,0,0,0
"11614","Nr0b1",0,0,0,0,0,0,0,0
"11647","Alpl",0.2044,0.2568,2.0525,0,0,3.9764,0,0
"11648","Akp3",0,0,0,0,0,0,0,0
"11650","Alppl2",0,0,0,0,0,0,0,0
"11666","Abcd1",4.1399,5.2161,5.1243,5.5818,4.8524,5.0488,4.4041,6.0462
"11671","Aldh3a2",5.0778,5.5005,4.624,6.1866,4.6731,5.0181,4.9635,0.748
"11682","Alk",0,0,0,0,0,0,0,0
"11684","Alox12",3.9357,1.5636,0,0,0,0,0,0
"11694","Alx3",0,0,0,0,0,0,0,0
"11695","Alx4",-2.1352,0.1335,-1.4591,-1.605,0,0,0,0
"11699","Ambp",0,0,0,0,0,0,0,0
"100041585","Amd2",7.6265,8.2371,9.3171,8.8348,9.2193,7.6935,7.621,7.728
"11705","Amh",0,0,0,0,0,0,0,0
"11722","Amy1",0,0,0,0,0,0,0,3.7464
"11727","Ang",0.2044,4.6246,3.7549,4.1865,5.3703,0,0,0
"503844","Ang5",0,0,0,0,0,0,0,0
"11731","Ang2",0,0,0,0,0,0,0,0
"11739","Slc25a4",9.4594,9.5137,10.6327,9.5699,9.7574,8.6273,8.5196,8.4127
"11740","Slc25a5",6.6282,6.6762,7.6297,7.2459,8.0781,6.881,7.1458,7.5695
"11757","Prdx3",6.6659,6.6914,8.3662,7.4066,7.3972,6.4514,6.7831,7.3736
"11758","Prdx6",6.8221,7.0225,6.2132,6.5131,7.307,8.6919,8.963,8.9317
"11764","Ap1b1",8.8571,8.5944,7.1753,8.6097,7.6146,7.2076,6.8761,6.7083
"11766","Ap1g2",6.1534,5.5748,4.624,5.0874,6.4982,1.9487,5.3964,3.5376
"11767","Ap1m1",2.7087,4.3243,0,6.6765,4.6064,5.2589,4.0524,5.1013
"11769","Ap1s1",8.4938,8.6446,8.2482,9.6245,8.7522,8.5196,7.9706,7.5093
"11772","Ap2a2",8.5175,7.7811,7.8912,8.2344,7.9758,7.0847,7.2409,6.5786
"11776","Ap3d1",9.9748,9.9748,10.2989,8.5939,10.0476,9.7555,9.4563,9.4853
"11784","Apba2",0,1.8422,0,0,0,1.4424,0,4.5053
"11789","Apc",8.0247,8.5305,8.2329,7.6818,7.1112,8.5674,7.7139,8.8206
"11796","Birc3",7.7519,9.0888,6.9684,7.7935,7.6499,10.1575,9.7853,9.4071
"11797","Birc2",6.7089,6.2918,6.5867,6.7841,6.7533,7.3201,7.8954,7.5342
"11800","Api5",8.6549,8.9478,8.9218,9.4168,8.2931,9.0537,8.7125,8.5981
"11803","Aplp1",0,0.08696,0,0,0,0,0,4.4019
"11808","Apoa4",0,0,0,0,0,0,0,0
"11812","Apoc1",0,0,0,0,0,0,0,0
"11815","Apod",0.3716,0,0,0,0,0,0,0
"11826","Aqp1",0,0,0,0,0,0,0,1.1746
"11832","Aqp7",0,0,0,0,0,0,0,0
"11837","Rplp0",10.8288,10.6828,10.6554,10.5437,10.9952,9.0958,9.8172,9.6103
"11840","Arf1",10.648,10.4686,10.7885,10.8873,10.4789,9.9748,10.4602,10.4198
"11841","Arf2",7.3134,6.9933,7.351,6.8935,6.9984,6.9986,7.0854,7.5856
"11842","Arf3",8.1951,8.4017,7.8544,8.02,8.9843,8.0447,8.3749,8.6376
"11843","Arf4",8.7659,8.2609,8.8331,8.7643,9.2919,8.9925,8.9137,8.912
"11844","Arf5",8.9843,8.9931,8.7063,9.2289,8.945,9.5298,9.5502,9.9597
"11845","Arf6",9.4128,9.0042,9.508,9.7658,9.3444,9.1951,9.5098,9.2293
"11846","Arg1",4.1908,2.3125,13.6901,13.4127,13.6417,7.8037,7.5713,7.5695
"11852","Rhob",12.1491,11.589,12.0802,12.6069,11.9263,10.4198,11.0071,10.7533
"11853","Rhoc",9.4498,9.412,9.1944,10.0677,9.9208,8.5398,8.1566,8.46
"11854","Rhod",0,0.08696,0,0,0,0,0,0
"11857","Arhgdib",8.6673,8.8959,8.5697,8.4657,8.9542,10.115,10.3015,10.5908
"11861","Arl4a",6.3117,5.9217,5.5336,5.5818,4.7435,6.0343,7.579,7.2362
"11864","Arnt2",0,0,0,0,0,0,0,0
"11865","Arntl",3.4763,4.4769,5.7171,4.6966,2.5988,5.2994,5.3264,1.5416
"11871","Art2a-ps",0,0,0,0,0,3.4066,2.6632,2.7842
"11875","Art5",0,0,0,0,0,0,0,0
"11878","Arx",0,0,0,0,0,0,0,0
"11890","Asgr2",0,0,0,0,0,0,0,0
"11898","Ass1",0,0.1124,4.3615,3.4068,0,7.5396,7.3123,7.1608
"11899","Astn1",0,0,0,0,0,0,0,0
"11906","Zfhx3",11.7587,11.4733,10.7319,10.0428,10.1302,10.9112,11.3162,11.1618
"11908","Atf1",8.0147,7.8766,8.7025,8.2142,9.0437,8.6016,9.0582,8.1628
"11910","Atf3",9.0333,9.0205,10.2652,9.4803,9.8141,10.2124,9.4162,9.9208
"11920","Atm",7.6015,7.6601,7.5441,9.0516,7.2254,7.3134,7.3891,6.7004
"11921","Atoh1",-0.6041,0.014,0,0,0,0,-0.7712,0
"11923","Neurod4",0,0,0,0,0,0,0,0
"11933","Atp1b3",10.6804,10.6586,10.2734,10.9386,10.7319,12.1146,11.9747,11.7981
"11937","Atp2a1",0,0,0,0,0,0,0,0
"11946","Atp5a1",8.9819,8.8518,10.16,9.338,9.8231,8.5736,8.5753,9.3816
"11958","Atp5k",10.0677,9.4515,10.0456,10.8265,9.9039,9.3275,9.7782,8.8959
"11964","Atp6v1a",11.1927,11.6381,10.7289,10.1695,11.0481,11.0014,10.2898,11.0767
"11966","Atp6v1b2",10.6529,10.6554,11.3779,12.7313,11.3996,10.2303,10.1933,9.9163
"11973","Atp6v1e1",9.246,9.5376,10.003,9.2531,9.5251,9.0859,9.5199,9.6123
"11979","Atp7b",0,0,0,0,0,0,0,0
"11983","Atpif1",9.7614,9.5971,9.8166,9.0976,9.6439,8.0411,8.0541,7.5812
"11987","Slc7a1",5.9097,6.5007,7.4124,8.4465,8.1261,6.7535,7.427,6.539
"11989","Slc7a3",0.3716,3.054,0,0,4.6064,4.6242,0,0
"11993","Aup1",8.33,8.447,8.7315,7.908,7.3287,8.8265,8.753,8.2401
"12012","Baat",0,0,0,0,0,0,0,0
"12013","Bach1",9.1875,9.4683,8.356,7.8408,9.4009,9.6731,8.4956,9.36
"12015","Bad",5.7202,5.8209,5.9489,5.8851,6.3876,5.8545,6.2734,7.2217
"12018","Bak1",7.1657,6.799,7.8691,7.6217,7.7054,8.4056,9.0335,8.912
"12020","Nkx3-2",0,0,0,0,0,0,0,0
"12021","Bard1",6.7089,6.0052,5.9215,6.1644,6.9984,0,0,0
"12022","Barx1",0,0,0,0,0,0,0,0
"12028","Bax",7.0916,6.7095,6.7527,7.3051,6.4806,7.3635,6.4661,7.0521
"12029","Bcl6b",0,0,0,0,0,0,0,0
"12032","Bcan",0,0,0,0,0,0,0,0
"12033","Bcap29",8.2242,8.3782,7.7941,8.1561,8.8353,7.2032,7.263,7.2868
"12034","Phb2",7.1283,7.6205,7.9299,8.1946,8.4722,6.6534,7.2889,7.0794
"12039","Bckdha",6.3819,4.9986,5.4673,5.2295,5.9844,5.0181,5.919,5.3114
"12045","Bcl2a1b",8.812,7.6647,7.1806,7.8814,7.4903,8.4276,8.7172,8.357
"12046","Bcl2a1c",0,0,0,0,0,0,-1.6485,0.8805
"12047","Bcl2a1d",8.4671,6.9252,6.9541,7.5323,6.9095,8.131,8.3662,8.1055
"12050","Bcl2l2",7.8356,8.3343,7.4268,6.5827,7.6907,7.7698,7.3379,7.5197
"12057","Opn1sw",0,0,0,0,0,0,0,0
"12061","Bdkrb1",0,0,0,0,0,3.1271,0,2.9158
"12064","Bdnf",0,0.2044,3.1104,0,0,0,2.1045,0
"12096","Bglap",0,0,0,0,0,0,0,0
"12111","Bgn",6.3433,6.7805,5.7171,5.9857,5.7204,5.9435,5.5051,4.1157
"26367","Ceacam2",1.8604,4.5053,5.6122,3.215,4.1908,0,3.2036,4.196
"12122","Bid",7.2342,6.859,6.4065,7.2383,7.014,7.8577,7.7395,7.4074
"12123","Hrk",0,0,0,0,0,0,0,2.2755
"12124","Bik",0,0,0,0,0,0,0,1.5416
"19261","Sirpa",13.9702,13.9702,12.6226,13.0732,12.5603,12.276,12.276,12.1057
"12142","Prdm1",5.0108,6.0758,5.4375,5.9618,5.5051,6.3105,5.3722,5.5509
"12143","Blk",0,0.08696,0,0,0,0,0,0
"12144","Blm",4.9385,3.3767,6.724,6.4216,5.9179,4.4937,4.0524,3.5376
"12145","Cxcr5",0,0,0,0,0,3.2672,0,0
"12151","Bmi1",5.5713,5.2608,7.1472,5.9102,6.5856,6.9947,6.6296,7.3373
"12156","Bmp2",3.9357,4.1706,0,0,4.7435,3.2672,2.1045,0
"12159","Bmp4",0,0,0,0,0,0,0,0
"12160","Bmp5",0,0,0,0,0,0,0,0
"12161","Bmp6",0,0,0,0,0,0,4.6247,0
"12162","Bmp7",0,0,0,0,0,0,0,0
"12163","Bmp8a",0,1.5636,0,0,0,2.5533,3.532,0
"12164","Bmp8b",0,0,0,0,0,0,1.7107,0
"12167","Bmpr1b",0,0,0,0,0,0,0,0
"12168","Bmpr2",5.8295,6.3105,6.2846,6.6406,5.1403,6.4616,7.487,7.0601
"12173","Bnc1",0,0,0,0,0,0,0,0
"12183","Bpgm",3.762,3.9351,1.5382,2.5448,4.4228,4.781,4.4041,3.1228
"12192","Zfp36l1",12.5316,12.9299,13.2142,12.8992,12.6999,10.4383,10.535,10.4939
"12211","Birc6",8.2191,9.3358,9.4112,8.2344,8.7546,9.6838,10.297,10.0809
"12217","Bsn",0,2.6888,0,0,1.6546,0,0,0
"12223","Btc",0,0,0,0,0,0,0,0
"12226","Btg1",12.6444,12.3203,10.9439,10.7254,11.351,12.1312,12.3319,12.7121
"12227","Btg2",10.3334,10.348,9.9865,9.8791,10.5724,10.3108,9.7277,10.3056
"12259","C1qa",10.4755,10.9076,9.1336,9.8472,9.6301,9.3224,9.1554,8.9866
"12261","C1qbp",8.1017,7.1764,9.5853,10.3803,8.5733,5.8545,6.8537,6.3206
"12262","C1qc",11.5822,11.8233,10.3564,10.2819,10.5621,10.0101,10.5167,10.2336
"12265","Ciita",2.9353,0.1221,3.4673,4.2852,3.4737,1.7193,4.5493,5.4391
"12269","C4bp",0,0,0,0,0,0,0,0
"12273","C5ar1",10.8531,10.8738,7.8293,7.9381,8.5435,8.4284,8.7637,8.8348
"12286","Cacna1a",9.8368,9.9764,9.995,9.4555,9.7286,7.431,8.0055,7.8
"12287","Cacna1b",0,0.04348,0,0,0,0,0,0
"12299","Cacng1",0,0,0,0,0,0,0,0
"12300","Cacng2",0,0,0,0,0,0,0,0
"12306","Anxa2",10.3854,10.6656,11.3009,11.351,11.8301,9.754,9.8203,9.615
"12308","Calb2",0,-0.6041,0,0,0,0,0,0
"12314","Calm2",11.211,10.6327,11.2034,9.9704,10.417,9.5959,9.9289,9.8317
"12315","Calm3",9.464,9.2326,9.6343,9.409,8.8807,8.6446,8.6066,8.6201
"12317","Calr",11.7905,11.1779,13.2502,12.2541,13.3664,11.2652,11.7856,11.344
"12319","Car8",0,0,0,0,0,0,0,0
"26369","Cetn1",0,0,0,0,0,0,0,0
"12321","Calu",8.8919,8.23,9.8509,9.5668,8.5934,7.9941,8.4227,8.8977
"12328","Caml",5.9097,5.8436,6.0024,3.6765,4.4961,6.3855,6.9432,6.4625
"12331","Cap1",7.6605,7.368,7.5015,7.3513,8.1448,8.5161,7.7889,8.3978
"12333","Capn1",7.882,6.9463,5.3994,7.3736,6.165,7.3941,7.4478,7.1735
"12337","Capn5",0.2044,3.1264,4.1228,0,3.8971,4.6629,4.5493,5.0439
"12338","Capn6",0,0,0,0,0,0,0,0
"12343","Capza2",11.9814,11.9195,11.5215,11.9263,11.5943,11.4489,11.6788,11.6044
"12344","Capza3",0,0,0,0,0,0,0,0
"12350","Car3",0,0,0,0,0,0,0,0
"12351","Car4",0,0,0,0,0,0,0,1.5416
"12352","Car5a",0,0,0,0,0,0,0,0
"12363","Casp4",5.2018,5.1992,5.2728,5.6797,4.8524,8.2619,8.2273,8.5314
"12366","Casp2",4.9008,3.8367,5.6451,0,4.6064,1.4424,4.2935,5.2565
"12369","Casp7",5.5558,3.97,5.5336,4.9936,5.2994,7.4722,6.9254,6.8373
"12387","Ctnnb1",9.5894,9.3247,9.083,9.4284,9.1216,8.5949,8.5723,8.2529
"12389","Cav1",0,0,0,0,3.6378,2.5533,4.8163,4.9368
"12391","Cav3",0,0,0,0,0,0,0,0
"12401","Serpina6",0,0,0,0,0,0,0,0
"12402","Cbl",7.793,7.9633,7.997,8.8565,7.9964,8.4358,9.3663,8.9443
"12408","Cbr1",4.1908,3.1264,4.196,5.8601,5.61,4.4469,4.7447,3.9532
"12409","Cbr2",0.2568,1.3497,0,0,3.762,0,0,0
"12412","Cbx1",6.2116,6.6555,5.1661,5.5509,7.6981,7.4022,5.7438,5.4589
"12416","Cbx2",0,3.2333,0,3.068,0,0,0,0
"12417","Cbx3",8.4412,8.2237,8.0636,8.4727,8.4982,6.0327,7.6084,6.863
"12418","Cbx4",8.5406,7.3872,6.2657,7.7404,6.6048,8.6947,7.9758,8.2141
"12426","Cckbr",0,0,0,0,0,0,0,0
"12427","Ccna1",0,0,0,0,0,0,0,0
"12442","Ccnb2",6.2116,6.2283,4.5005,6.4441,5.9509,0,0,0
"12443","Ccnd1",12.3427,12.1227,13.39,12.9456,12.4691,12.5316,12.3572,12.276
"12447","Ccne1",0,4.4121,5.5336,2.3275,3.762,6.5674,3.532,7.2573
"12449","Ccnf",4.8618,3.7747,5.7466,0,0,0,3.532,3.8601
"12452","Ccng2",7.793,7.0806,4.7447,6.1081,6.3058,4.5345,6.0559,6.1168
"12461","Cct2",8.5713,8.6577,8.997,9.0715,9.1507,7.509,8.3478,7.786
"12465","Cct5",7.473,7.9319,7.6297,8.0036,8.8964,6.7535,6.7338,7.2152
"12468","Cct7",8.7168,8.4147,8.35,9.0294,8.5165,8.3925,8.1196,8.3861
"12479","Cd1d1",0,4.4769,0,3.6765,2.0961,6.5171,6.8226,5.3749
"12480","Cd1d2",0,0,0,0,0,3.1271,0,2.506
"12482","Ms4a1",0,0.7371,2.5634,4.6966,0,0,0,0
"12487","Cd28",5.0435,5.1378,0,0,3.4737,0,2.6632,0
"12492","Scarb2",7.7333,8.0133,6.8933,7.2094,6.6518,6.9776,7.2052,7.2508
"12493","Cd37",8.8407,9.1971,8.0835,7.6217,8.5602,8.117,8.3289,8.9269
"12494","Cd38",5.0778,3.8956,0,0,4.6731,9.9272,9.6852,9.1023
"12499","Entpd5",5.7864,4.8944,5.2946,5.5818,4.792,6.7754,6.2116,4.9723
"12501","Cd3e",0,0,0,0,0,0,0,0
"12506","Cd48",10.2671,10.367,9.9797,10.3371,10.6182,9.1695,8.8988,8.8031
"12507","Cd5",0,0,0,0,0,0,0,1.7835
"12508","Cd53",10.5138,10.6172,10.9343,11.1579,10.4825,10.6849,10.6816,10.538
"12509","Cd59a",7.3094,7.2749,7.4796,5.5509,7.185,5.4061,5.7589,5.2277
"12512","Cd63",12.8552,13.1462,12.8048,13.5989,12.823,11.9,11.7276,11.0677
"12518","Cd79a",0,0,0,3.6765,0,0,0.8249,0
"12521","Cd82",3.2558,4.2599,4.8621,0,2.9119,6.7261,1.4807,6.1009
"12527","Cd9",10.1704,10.0836,10.1791,10.7193,10.4476,7.8614,8.4255,8.1812
"12530","Cdc25a",7.295,7.6565,7.7611,8.6561,8.4559,7.7746,7.1324,7.2152
"12534","Cdk1",8.5837,8.3864,8.2937,8.7954,8.1635,4.9946,4.6726,4.8127
"12537","Cdk11b",11.3211,11.4595,11.6895,10.7979,11.2652,11.3393,11.3727,11.134
"12555","Cdh15",0,0,0,0,0,0,0,0
"12556","Cdh16",0,0,0,0,0,0,0,0
"12558","Cdh2",4.9008,6.5856,4.973,3.8367,6.5285,6.5832,4.9008,4.7773
"12563","Cdh6",0,0.3463,0,0,0,0,0,0
"12568","Cdk5",5.6455,6.0052,6.724,4.5618,4.6064,5.6542,5.9364,5.9857
"12575","Cdkn1a",10.9316,11.1383,12.3572,10.9531,12.0624,13.5989,13.1184,13.4127
"12579","Cdkn2b",0,0,0,0,0,2.5533,3.2672,3.5376
"12580","Cdkn2c",7.6962,7.7576,6.4962,5.7802,6.7233,0,3.8795,3.6351
"12585","Cdr2",4.3615,1.0472,5.812,3.068,2.5988,0,2.6632,4.3615
"12591","Cdx2",0,0,0,0,0,0,0,0
"12592","Cdx4",0,0,0,0,0,0,0,0
"26366","Ceacam10",0,0.08696,0,0,0,0,0,0
"26436","Psg16",0,0,0,0,0,0,0,0
"26437","Psg17",0,0,0,0,0,0,0,0
"12606","Cebpa",8.0529,8.1773,7.7404,7.8689,8.0659,6.1984,6.2994,6.9074
"12609","Cebpd",7.7037,5.9652,7.7049,8.0849,7.9908,4.781,4.6247,6.2236
"13848","Ephb6",0,0.1504,0,0,0,0,0,0
"12615","Cenpa",9.0715,8.989,8.3264,9.1397,8.4159,6.865,6.1058,6.9388
"12616","Cenpb",7.9589,6.5327,7.2649,6.1866,7.9964,7.3941,8.2977,7.072
"12617","Cenpc1",8.1147,8.31,9.1748,8.1243,8.7331,7.3866,7.9159,7.882
"12626","Cetn3",6.2209,7.9228,8.0731,8.063,8.2675,6.6534,7.579,7.0601
"12627","Cfc1",0,0,0,0,0,0,0,0
"12630","Cfi",0,0,0,0,0,0,0,0
"12631","Cfl1",12.7464,12.3081,13.1678,11.4329,12.9188,11.8163,11.0365,11.7534
"12632","Cfl2",4.3615,6.3903,6.3484,6.949,6.0515,7.0286,6.0805,6.0319
"12643","Chad",0,0,0,0,0,0,0,0
"12648","Chd1",9.2271,9.0444,9.5352,9.3065,9.3976,9.6801,9.9636,9.7467
"12649","Chek1",1.8604,1.8422,0,0,0,0,0,0
"12651","Chkb",6.2011,7.4277,6.8658,6.0092,6.8486,5.7538,5.8704,6.689
"12652","Chga",0,0,0,0,0,0,0,0
"12653","Chgb",0,0.1304,0,0,0,0,0,0
"12654","Chi3l1",0.6235,0.2344,0,0,0,0,0,0
"12659","Ovgp1",2.9353,0.2344,0,4.2852,0,4.5833,0,0
"12661","Chl1",0,0,0,0,0,0,0,0
"12669","Chrm1",0,0,0,0,0,0,0,0
"12672","Chrm4",0,0,0,0,0,0,0,0
"12677","Vsx2",0,0,0,0,0,0,0,0
"12683","Cidea",0,0,0,0,0,0,0,0
"12686","Elovl3",0,0,0,0,0,0,0,0
"12696","Cirbp",7.473,7.0982,6.6078,8.3232,7.014,6.3356,6.0147,6.0154
"216233","Socs2",4.8168,5.8304,11.8301,9.5363,11.0453,3.545,5.4209,5.0104
"12702","Socs3",0,0.1559,2.2627,0,0,7.5396,7.3915,7.7077
"12704","Cit",5.8912,6.4301,6.3484,5.0429,5.0659,0,1.4807,0
"12705","Cited1",0,0,0,0,0,0,0,0
"12715","Ckm",0,0,0,0,0,0,1.1664,0
"102414","Clk3",7.2861,7.3532,6.7377,6.8542,6.3205,8.5094,7.3052,7.0564
"12750","Clk4",8.1697,8.2442,7.806,8.7538,8.584,7.5547,8.9538,7.5695
"12753","Clock",7.2045,7.1856,7.2749,6.4631,7.1219,6.7446,6.1864,7.432
"12770","Ccr1l1",0,0,1.5382,0,1.6546,0,0,0
"12775","Ccr7",0,0,0,0,0,5.3758,3.8795,4.6095
"12776","Ccr8",0,0.1304,0,0,0,0,0,0
"12777","Ccr10",0,0,0,0,0,0,0,0
"12778","Cxcr7",0,0,0,0,0,0,2.6632,4.1157
"12788","Cnga1",0,0,0,0,0,1.9487,0,0
"12789","Cnga2",0,0,0,0,0,0,0,0
"12798","Cnn2",7.2489,7.476,8.6438,6.3874,7.7958,5.8667,4.2549,6.7754
"12801","Cnr1",0,0,0,0,0,0,-3.0223,0
"12814","Col11a1",0,0,0,0,0,0,0,0
NA,"Col12a1",6.2299,5.3249,1.8069,4.0891,0,0.6331,3.8795,4.2479
"12817","Col13a1",0,0,0,0,0,0,0,0
"12821","Col17a1",0,0,0,0,-3.8961,0,0,0
"12823","Col19a1",0,0,0,0,0,0,3.8251,0
"12828","Col4a3",0,0,0,0,0,0,0,0
"12829","Col4a4",0,0,0,0,0,0,0,0
"12830","Col4a5",5.5558,5.3498,3.7549,6.6406,5.5409,0,4.8618,0
"12832","Col5a2",4.7804,6.4051,5.57,0,5.4398,6.9621,6.4198,5.9857
"12836","Col7a1",4.6043,0.3463,0,0,0,4.814,2.1045,4.4554
"12837","Col8a1",6.811,6.347,5.6451,6.794,4.7435,5.5598,6.5264,4.6629
"12839","Col9a1",0,0,0,0,0,0,0,0
"12840","Col9a2",0,0,0,0,0,0,0,0
"12842","Col1a1",9.4888,9.5699,7.4796,7.6378,8.4282,8.8916,8.1753,7.3548
"12843","Col1a2",10.5669,11.108,10.4383,9.6845,10.3076,10.6399,9.6586,10.104
"12854","Cort",0,0,0,0,0,0,0,0
"26410","Map3k8",4.9733,5.2994,4.2763,2.9119,4.8524,5.623,6.2,3.6351
"12858","Cox5a",8.759,8.9721,9.5352,9.7222,9.5899,8.2707,9.6407,8.7522
"12861","Cox6a1",9.2557,9.4653,9.2246,9.5352,9.5599,8.4308,9.349,9.3265
"12867","Cox7c",9.0572,9.0876,10.9531,8.6537,9.5544,8.084,8.8691,9.0813
"12868","Cox8a",8.4168,8.4874,8.638,8.581,9.1729,8.2871,8.5379,8.5458
"12869","Cox8b",0,0,0,0,0,0,0,0
"12870","Cp",6.5558,5.7233,2.891,3.6765,6.5656,7.3041,6.9944,7.1313
"12873","Cpa3",0,-3.8636,0,0,0,0,0,0
"12874","Cpd",9.9502,10.2919,9.1267,9.3297,8.4451,10.7086,10.8627,10.5455
"12877","Cpeb1",8.8085,9.1113,8.7417,9.583,8.5435,7.2536,7.179,7.7389
"12889","Cplx1",0,0,0,0,0,0,0,0
"12892","Cpox",6.1355,5.6332,7.5712,6.8252,7.5713,6.2332,5.919,5.8289
"12902","Cr2",3.354,0.8445,0,0,0,0,0,3.2672
"12904","Crabp2",0,0,0,0,0,0,0,3.5376
"12908","Crat",6.0125,5.6792,5.0763,5.5133,6.0066,4.9233,4.9008,4.9008
"12909","Crcp",5.4811,4.558,3.4673,4.9936,6.5856,6.6457,6.1573,6.3775
"12921","Crhr1",0,0,0,0,0,0,0,0
"12925","Crip1",9.5127,9.7093,9.6323,9.4683,9.9764,7.1674,6.8834,7.017
"12929","Crkl",8.3656,8.341,8.1393,8.5636,8.0883,9.218,8.8773,9.0567
"12936","Pcdha4",0,0.04348,0,3.215,0,2.9106,0,4.1157
"12937","Pcdha6",0,0.04348,0,3.215,0,2.9106,0,4.1157
"12944","Crp",0,0,0,0,0,0,0,0
"12945","Dmbt1",-0.6041,0,-0.3687,0,0,0,1.0621,0
"12952","Cry1",3.762,0.8445,4.4121,3.5184,0,3.8887,4.3615,3.1228
"110521","Hivep1",5.6735,6.6022,5.8936,6.2076,7.3034,8.1289,7.8085,8.1381
"12961","Crybb2",0,0,0,0,0,0,0,0
"12964","Cryga",0,0,0,0,0,0,0,0
"12967","Crygd",0,0,0,0,0,0,0,0
"12968","Cryge",0,0,0,0,0,0,0,0
"12983","Csf2rb",7.833,8.3305,8.9999,8.953,9.2427,9.9324,9.5174,9.6714
"12984","Csf2rb2",6.3117,6.6362,6.5485,6.1508,6.8674,7.0579,7.3627,7.0644
"12986","Csf3r",6.3676,7.6434,5.9489,6.5375,6.4806,8.1835,6.9694,7.7958
"12988","Csk",6.8393,7.3404,6.851,7.3635,7.5105,7.0362,6.7338,5.9857
"12990","Csn1s1",0,0,0,0,0,0,0,0
"12993","Csn1s2a",0,0,0,0,0,0,0,0
"12994","Csn3",0,0,0,0,0,0,0,0
"12995","Csnk2a1",10.0769,10.0216,10.0596,10.1999,10.1876,10.3396,9.762,9.8694
"13004","Ncan",0,0,0,0,0,0,0,0
"13006","Smc3",9.6444,9.8,9.8196,9.0351,9.8156,8.3379,8.4227,8.6822
"13007","Csrp1",5.8694,5.8857,4.9192,4.8883,4.959,5.8667,6.2734,4.6629
"13008","Csrp2",0,5.4398,0,2.9119,4.1228,4.6629,4.0524,4.2479
"13014","Cstb",10.8915,10.7254,10.9681,11.0509,11.0035,10.8491,10.9891,10.532
