"Entrez Gene ID","gene","Ctrl","Ctrl.1","MandIL4","MandIL4.1","MandIL4.2","MandLPSandIFNg","MandLPSandIFNg.1","MandLPSandIFNg.2"
"22746","Zfp85-rs1",5.5079,3.8789,0,0,3.762,1.9487,1.7107,0
"238690","Zfp458",0,0,5.1661,0,0,2.2129,0,0
"330369","Fbxo41",0,0,0,0,0,0,0,0
"407786","Taf9b",2.1412,0.6166,1.5382,4.6362,0,0,0,0
"407788","BC051142",0.2344,0.1444,0,0,0,0,0,0
"227933","Ccdc148",4.0065,0,4.196,0,0,3.6405,4.1834,4.6629
"232400","BC048546",0,0,0,0,0,0,0,2.2755
"407812","Zfp941",2.7087,0,0,0,0,0.8531,0,0
"407819","BC031181",7.5952,7.3463,7.7798,7.8285,7.6146,7.5777,7.179,7.6963
"407823","Baz2b",10.3143,10.6931,11.4234,10.6529,11.0767,11.073,10.8008,10.6456
"407831","Tmem204",0,0,0,0,0,0,0,0
"408022","Ccdc111",5.1117,5.6469,4.0086,0,4.2774,3.8367,5.2512,6.2956
"408058","BC048507",-2.8454,-0.0009025,-1.2007,0,1.9613,0,0,-1.1416
"408065","Zfp456",0,2.0034,0,0,1.4203,0,5.4479,4.8618
"408068","Zfp738",4.4672,4.3703,4.624,5.1378,5.1815,4.3428,5.88,5.0866
"241226","Itga8",0,0,0,0,0,0,0,0
"347710","Pramel4",0,0,0,0,0,0,0,0
"70484","Slc35d2",4.9008,5.1526,5.1243,5.0429,5.0659,6.5286,6.4051,7.1153
"279028","Adamts13",0,0,0,0,0,0,0,0
"69568","Vkorc1l1",6.9293,7.879,7.6017,8.2931,7.4959,6.7055,6.7338,6.8933
"100038854","BC117090",0,0,0,0,0,0,0,0
"238023","Hexdc",1.8604,1.3497,4.2763,0,3.6378,3.1271,2.3389,3.5376
"381350","BC061194",0,0,0,0,0,0,0,0
"231999","Plekha8",4.4121,6.1636,4.4121,3.215,5.3703,4.8948,5.5051,6.7004
"75400","Defb29",0,0,0,0,0,0,0,0
"193034","Trpv1",0,0,0,0,0,0,0,0
"226143","Cyp2c44",0,0,0,0,0,0,-2.2537,0
"232878","Zscan22",0.2568,2.4452,2.2627,0,4.8524,0,5.3264,1.5416
"380878","AF067063",0,0,0,0,0,0,0,0
"387513","Tas2r138",0,0,0,0,0,0,0,0
"387514","Tas2r143",0,0,0,0,2.0961,3.4066,0,0
"387515","Tas2r144",0,0,0,0,0,0,0,0
"54670","Atp8b1",0,0,0,3.3453,1.6546,0,0,0
"215928","BC021785",0,0,-0.9137,0,0,0,0,0
"239283","Oxgr1",0,0,0,0,0,0,0,0
"326618","Tpm4",10.0347,9.9636,9.968,10.4963,11.4053,9.5699,11.344,10.3975
"385668","Lca5l",0,0,0,0,0,0,0,0
"414077","BC056474",6.5669,5.9857,7.0827,7.5713,6.0515,6.0796,5.6,6.4777
"414084","Tnip3",8.5494,8.0835,9.5199,9.4309,9.4697,8.5305,7.8433,8.2619
"414089","Gja6",0,0,0,0,0,-0.7203,0,0
"384701","Dub2a",0,0,0,0,0,0,0,0
"74241","Chpf",4.6575,2.2242,5.4375,6.5001,3.762,5.4368,5.6744,6.0319
"368202","Prss48",0,0,0,0,0,0,0,0
"227631","Sohlh1",0,0,0,0,0,0,0,0
"234135","Whsc1l1",8.5094,8.5813,8.2865,8.9422,8.9155,9.5699,9.6362,9.8748
"414801","Itprip",3.1228,1.5636,0,3.215,0,5.3758,6.13,6.1889
"107751","Prrxl1",0,0,0,0,0,0,0,0
"408198","Spink7",0,0,0,0,0,0,0,0
"384214","Ephx4",0,0,0,0,0,0,0,0
"258248","Olfr576",0,0,0,0,0,0,0,0
"12193","Zfp36l2",9.1511,9.2095,7.823,7.4384,8.6755,7.9978,8.7935,8.8055
"258502","Olfr279",0,0,0,-3.8961,0,0,0,0
"258420","Olfr221",0,0,0,0,0,0,0,0
"258880","Olfr218",0,0,0,0,0,0,0,0
"258896","Olfr1206",0,0,0,0,0,0,0,0
"72190","2510009E07Rik",8.038,7.796,7.5633,4.4816,7.7431,7.7953,7.9443,8.3592
"329152","Hecw2",0,0,0,0,0,0,0,0
"380969","Nckap5l",1.1528,0.2044,2.891,0,0,0.6331,0,1.5416
"381199","Tmem151a",0,0,0,-3.6614,0,0,1.7107,0
"14972","H2-K1",14.5971,14.5971,13.536,13.5633,13.5989,15.8592,16.2578,16.2578
"216238","Eea1",10.9232,11.0401,11.1927,10.7319,10.6868,10.9513,11.4282,10.9076
"70417","Megf10",0,0,0,0,0,0,2.6632,0
"77569","Limch1",0,0,5.1661,4.0891,0,0,0,0
"195434","Utp14b",4.558,6.2283,5.812,5.3075,6.0515,4.393,0.9053,0.6151
"214239","A430105I19Rik",3.6809,2.2242,0,2.3275,1.6546,1.9487,4.0524,0
"224020","Pi4ka",5.4811,6.1293,6.2846,7.9285,7.7186,7.0205,5.7231,6.8373
"225876","Kdm2a",9.9558,9.91,9.0598,9.9295,9.5599,10.3351,10.4408,10.0972
"269642","Nat8l",1.8604,0.1378,0,0,0,0,0,0
"72503","2610507B11Rik",9.9192,10.3416,9.3581,9.6896,10.0374,9.156,9.3254,9.7522
"406218","Panx2",0,0,0,0,0,0,0,0
"381066","Zfp948",3.762,2.566,6.5111,3.97,4.0155,3.6405,3.3844,4.4554
"16905","Lmna",9.8985,9.9842,10.1184,11.1944,10.7086,8.3823,7.9906,8.4015
"15512","Hspa2",3.354,3.539,0,0,0,3.545,4.2935,4.2479
"83561","Tdrd1",0,0,0,0,0,0,0,0
"319195","Rpl17",7.3251,7.2921,7.919,6.3408,7.151,6.1556,5.9932,6.5693
"72309","Tmem158",5.5558,6.3049,9.2557,8.9141,8.8076,5.3264,4.0121,6.2236
"215798","Gpr126",6.1656,5.4159,6.851,7.036,6.9615,4.7447,4.9364,3.9532
"103677","Smg6",8.7719,8.591,8.1673,7.8135,7.4573,7.5471,8.027,7.8188
NA,"Rab44",2.9353,5.6244,0,4.3869,3.1312,2.2129,3.532,2.6327
"442829","Ccin",0,0,0,0,0,0,0,0
"442835","Defb22",0,0,0,0,0,0,0,0
"378460","Pram1",4.3615,3.1264,0,2.3275,0,0,0,0
"30843","Fbxl12",4.6043,5.9916,5.4673,5.9396,4.6064,6.8565,6.1151,5.9221
"76858","Nlrp14",0,0,0,0,0,0,0,0
"106672","AI413582",7.4205,7.1236,7.4268,5.0135,7.6665,7.621,7.2825,7.8038
"107993","Bfsp2",0,0,0,0,0,0,0,0
"213948","Atg9b",0,0.1304,0,4.6362,0,0,0,0
"320832","Sirpb1a",5.3004,4.7143,1.0105,3.1257,3.0412,5.7237,6.5065,6.5016
"380975","Higd1c",0,0,0,0,0,0,0,0
"18619","Penk",4.8168,4.6125,8.7439,8.581,7.8697,3.1271,3.2672,6.1168
"445007","Nup85",6.8811,6.1358,5.5336,6.7841,6.9417,3.9764,5.7089,5.4788
"232925","Igfl3",0,0,0,0,0,0,0,0
"103964","Try5",0,0,0,0,0,0,0,0
"386551","Gm5409",0,0,0,0,0,0,0,0
"431706","Zfp457",0,0,0,3.215,0,0,0,0
"406220","Krt77",0,0,0,0,0,0,0,0
"406219","Krt83",0,0,0,0,0,0,0,0
"406223","Gm5414",0,0,0,0,0,0,0,0
"353236","Pcdhac1",0,0.04348,0,3.215,0,2.9106,0,4.1157
"353237","Pcdhac2",0,0.04348,0,3.215,0,2.9106,0,4.1157
"14602","Ghrhr",0,0,0,0,0,0,0,0
"237542","Osbpl8",10.5724,10.7885,9.7723,11.1459,9.7889,10.3076,11.5414,10.7432
"56784","Ralgapa1",7.1467,6.5881,7.7195,6.9101,7.193,7.1608,7.3306,7.8231
"13866","Erbb2",0.7892,0.6166,2.0525,0,0,3.545,0,3.1228
"67300","Cltc",11.4384,11.3896,11.7856,11.3211,12.0383,10.4654,10.028,10.5554
"70797","Ankib1",5.2018,6.1636,6.4792,6.1354,5.3703,6.6275,7.5034,8.0727
"108153","Adamts7",0,0,1.8069,0,0,0,0,0
"213498","Arhgef11",2.1412,4.4503,4.196,5.4063,4.2774,5.3264,4.1239,5.171
"245522","Zc4h2",3.6809,3.4114,2.2627,4.6362,5.0659,0.8531,4.5024,4.2964
"245860","Atg9a",0,1.3497,4.2763,0,2.5988,4.1163,5.1649,4.5053
"252870","Usp7",9.1136,8.9866,9.7042,9.5525,9.4486,8.7935,10.2166,9.1441
"320209","Ddx11",0.2344,0.8445,3.7549,4.3869,3.6378,3.545,0,3.3844
"381979","Brsk1",0,0,0,0,0,0.6331,0,0
"20168","Rtn3",9.6429,9.819,9.4296,9.4199,9.3201,9.6199,10.0636,9.787
"103220","BC030307",0,0,0,0,0,0,0,0
"81906","Cyp4x1",0,-3.507,0,0,0,0,0,0
"98496","Pid1",9.2798,8.719,7.7456,8.2552,7.6286,8.6561,9.153,9.2781
"216157","ORF61",7.305,7.4921,6.0024,7.0493,7.193,7.4124,7.0673,5.6923
"216363","Rab3ip",5.9097,0.2344,1.8069,4.8298,3.6378,5.4368,5.3964,5.5509
"67935","Ces5a",0,0,0,0,0,0,0,0
"387564","Sval3",0,0,0,0,0,0,0,0
"52055","Rab11fip5",8.1472,7.9215,7.4368,7.4277,7.2343,7.1374,5.8234,5.5748
NA,"Senp7",6.3676,6.6736,6.3484,6.1081,5.5051,6.6372,6.0805,6.2236
"19059","Ppp3r2",0,0,0,0,0,0,2.1045,0
"225497","Fam170a",0,0,0,0,0,0,0,0
"382056","Crtc1",2.7087,0.1221,0,3.215,4.4961,1.9487,4.5493,4.1157
"70227","Zfp619",2.4343,0,0,0,2.3275,0.8531,0,4.2479
"80986","Ckap2",4.8168,6.2422,1.1718,4.8883,4.2774,0,0,0
"100066","Cyp2j11-ps",0,0,0,0,0,0,0,0
"195046","Nlrp1a",3.1228,0.4843,4.0086,0,5.1029,0,3.3844,3.8601
"216825","Usp22",8.0456,7.5835,7.7195,6.868,6.5856,7.9733,7.6755,6.5532
"216963","Git1",5.7864,5.8436,5.3266,5.2295,6.0515,5.7723,5.6744,4.9008
"235779","Nlrp4g",0,0,0,0,0,0,0,0
"237730","Fbll1",0,0,0,0,0,0,0,0
"237831","Slc13a5",0,0,0,0,0,0,0,0
"238803","Zfp366",0,0,0,0,0,0,0,0
"239766","Rtp1",0,0,0,0,0,0,0,0
"243862","Psg22",0,0,0,0,0,0,0,0
"245128","AU018091",0,0,0,0,0,0,0,0
"245670","Rragb",0,0.1304,0,0,0,0,0,0
NA,"Plekhg5",4.558,4.8559,0,0,6.165,1.9487,1.1664,0
"380713","Scarf1",6.1204,6.2829,5.1661,5.7166,5.5051,7.0128,6.8226,7.0839
"380907","Gm5142",0,0,0,0,0,0,0,0
"381809","Clec4b2",0,0,3.7549,0,0,0,0,0
"432486","Gnptab",7.7706,7.8748,6.6078,7.2248,6.9729,7.0847,7.0854,7.9282
"433323","Sgpp2",0,0,0,0,0,0,0,0
"433470","AA467197",3.1228,4.8719,8.8229,9.8172,9.5495,12.7313,12.3681,12.1773
"433586","Maml3",7.2744,7.425,6.8811,7.1369,6.2863,7.1526,6.2848,7.0601
"53883","Celsr2",0,1.5636,0,0,0,0,2.9263,3.1228
"433752","AA415398",5.4811,0.1559,2.5634,5.1378,0,0,4.5888,3.1228
"433940","BC057022",0,1.0472,0,0,5.7204,0.7461,0,0
"434008","Gm5567",0,0,0,0,0,0,0,0
"434203","Slc28a1",0,0,0,0,0,0,0,0
"434204","Whamm",4.8168,5.3571,3.1104,0,5.7204,6.2838,7.8925,6.8679
"434377","Zfp560",5.8912,4.543,2.891,3.6765,0,3.742,5.623,4.8127
"434402","Gm5617",0.2044,0.2344,2.2627,5.3075,5.2597,5.1766,4.6726,4.6629
"434439","BC048562",0,0,0,0,0,0,0,0
"434768","Rhox8",1.7392,0.1469,2.1413,2.0341,0.8823,-0.147,0.4967,0.4362
"446099","Nlrp4e",0,0,0,0,0,0,0,0
"229715","Amigo1",2.7087,0.3911,0,3.3453,1.8422,0,0,0
"66797","Cntnap2",0,0,0,0,0,0,0,0
"66648","5730494M16Rik",5.5304,3.5937,4.5005,5.7166,4.2774,0,1.1664,4.5468
"72128","2610008E11Rik",0,3.7747,3.6319,2.9119,3.8971,3.545,4.3615,3.9532
"77976","Nuak1",7.7333,8.107,5.0763,5.4063,5.5409,6.7004,7.0601,6.8462
"211914","Asap2",0.2568,4.2326,6.7756,3.215,6.7783,4.5833,2.1045,3.5376
"242894","Actr3b",0,0.6166,0,4.2852,0,0,0,0
"268935","Scube3",0,0,0,0,0,0,0,0
"319478","Cxxc4",0,0.04348,0,0,0,0,0,0
"104709","Pik3r6",4.1399,4.9454,5.0763,6.0806,4.2774,4.5345,5.9504,4.9723
"218914","Wapal",8.9335,8.6608,9.0626,9.045,8.1935,9.2854,8.8591,9.3766
"12879","Cys1",0,0,0,0,0,0,0,0
"57752","Tacc2",6.5558,5.975,6.5179,8.2416,7.0068,5.5506,3.9627,5.6582
"228812","Pigu",7.2744,7.0447,7.4268,8.0262,6.8088,6.5029,6.13,6.8016
"241263","Gpr158",0,0,0,0,0,0,0,0
"448850","Znhit3",3.354,3.054,4.196,5.0429,4.8524,5.7389,3.2672,4.0202
"433449","Olfr1197",0,0,0,0,0,0,0,0
"257887","Olfr1200",0,0,0,0,0,0,0,0
"257900","Olfr1024",0,0,0,0,0,0,0,0
"13172","Dbx1",0,0,-3.5458,0,0,0,0,0
NA,"Eif4g1",8.6732,9.1356,9.4271,9.0588,9.798,8.9096,9.7716,9.5453
"77864","Ypel2",5.6455,6.4222,5.0276,6.6406,6.1389,5.8545,4.4602,5.2277
"241525","Ypel4",2.9353,0.08696,0,0,0,0,0,0
"381373","Sp9",0,0,0,0,0,0,0,0
"449000","Zfp960",0.2159,0.7734,4.4596,2.1894,4.5718,2.1004,4.9093,3.7049
"278240","Spin2",0,0,0,0,0,0,0,0
"381569","Gm13084",0,0.04348,0,0,0,0,0,0
"67298","Gprasp1",5.2565,5.5598,5.4992,5.0429,5.0108,6.6534,5.5598,4.4554
"211488","Ado",6.0314,6.493,7.5908,7.6818,7.3618,6.4842,6.5613,6.6195
"241289","Gm347",0,0,0,0,0,3.6405,2.9263,0
"270152","Amica1",0.7892,3.97,0,3.5184,0,2.9106,1.7107,0
"380842","Gm1574",0,0,0,0,0,0,0,0
"381269","Mreg",0,0.1444,3.6319,0,0,0,4.4041,0
"381353","Gm996",0,0,0,0,0,0,0,0
"381405","Zfp663",0,0,0,0,0,0,0,0
"381678","Zcwpw1",4.558,4.4503,1.5382,0,3.6378,5.5392,2.3389,2.2755
"245666","Iqsec2",5.7667,4.7447,3.4673,3.8367,0,6.2605,5.2512,1.1746
"104382","Barhl2",0,0,0,0,0,0,0,0
"257889","Olfr132",0,0,0,0,0,0,0,0
"545205","Olfr111",1.5758,3.2672,6.4962,4.7764,5.6896,1.4424,3.532,3.2672
"257919","Olfr467",0,0,0,0,0,0,0,0
"109658","Txlna",8.4772,8.5161,7.1868,8.3504,8.4753,8.309,6.5792,7.7147
"226517","Smg7",7.7569,8.0499,8.198,7.8135,8.1261,8.872,9.1273,9.4709
"226652","Arhgap30",11.2058,11.1744,10.809,10.7347,10.6078,11.4853,11.744,11.6572
"229317","Eif2a",9.2199,9.0976,9.2968,8.5749,8.9901,8.0582,7.7314,8.305
"319565","Syne2",5.3768,5.7026,4.4121,6.6614,5.6332,5.5598,0,5.4589
"381983","Lmtk3",0,0,0,0,0,0,0,0
"404222","Olfr231",0,0,0,0,0,0,0,0
"433031","Olfr194",0,0,0,0,0,0,0,0
"257979","Olfr1281",0,0,0,0,0,0,0,0
"236509","Olfr366",0,-1.5464,0,0,0,0,0,0
"194433","Olfr707",0,0,0,0,0,0,0,0
"381038","Parl",6.0805,6.5881,7.3803,6.9101,7.3571,6.6275,5.4619,6.8398
"381549","Zfp69",0,0.1504,0,0,0,0.6331,0,3.6351
"11593","Aga",7.9981,7.6162,8.7356,9.8654,7.7958,8.0987,8.749,8.6709
"208166","Gm609",0,0,0,0,0,0,0,0
"667370","I830012O16Rik",4.3316,5.2608,0,0,0,9.6174,10.8717,10.1967
"474145","Clec4a4",1.5758,4.1256,0,5.0429,4.6459,0.7904,3.6319,4.1394
"102103","Mtus1",5.3491,6.1488,4.196,3.97,5.2268,4.8559,5.2198,6.0805
NA,"Kdm2b",7.0619,7.1348,7.6297,6.994,7.9758,6.5881,6.2463,6.1493
"59079","Erbb2ip",8.92,9.4318,8.5468,8.5552,9.0572,9.3089,9.1248,9.15
"474156","Zbtb9",4.7804,2.9435,1.8069,6.1081,4.6064,3.742,5.3003,1.5416
NA,"Kcnq2",0,0,0,0,0,0,0,0
"194227","Gm13023",0,0,3.4673,0,0,0,0,0
"399673","Tdpoz2",0,0,0,0,0,0,0,-3.038
"403395","Clec3a",0,0,0,0,0,0,0,0
"209512","Taar2",0,0,0,0,0,0,0,0
"332175","Zdhhc23",0,0,0,0,0,0,0,0
"450219","Gsdma3",1.5758,0,-1.8927,0,0,0,0,-2.7638
"382035","Pabpn1l",0,0,0,0,0,0,0,0
"433700","Spag8",0,0,0,0,0,0,0,0
"384452","Noto",0,0,0,0,0,0,0,0
"66432","Slc7a6os",4.6906,6.3259,6.2657,5.8601,5.5051,6.5286,6.3375,5.2565
"71591","Zfp251",4.2921,5.7531,4.1228,6.1644,4.7435,6.3918,4.2935,5.5063
"71691","Pnmal1",0,0,0,0,0,0,0,0
"73095","Slc25a42",0,0.2762,0,0,0,0,0,0
"101966","D8Ertd738e",6.85,7.432,6.9249,6.5481,5.9509,6.5171,5.8401,6.9109
"194352","Trpv5",0,0,0,0,-2.0076,0,0,0
"215090","Maneal",0,0,0,0,0,0,0,0
NA,"A830010M20Rik",3.4763,4.1908,4.6843,4.0891,5.9179,4.5833,3.532,4.6939
"238693","Zfp58",0.7892,3.3199,3.2769,0,0,0,1.8712,3.9532
"245650","Gucy2f",0,0,0,0,0,0,0,0
"245695","Tceanc",6.3676,4.1408,1.5382,4.1865,0,4.814,6.1391,6.1352
"278097","Armcx6",2.9353,0.6166,0,0,0,0.7461,0,0
"329986","BC080695",0,0,0,0,0,0,0,0
"333564","Fndc3c1",0,0,0,0,0,0,0,0
"381406","2810408M09Rik",4.9385,5.9974,4.8019,4.4816,6.7233,5.1766,4.2935,5.6784
"382000","AY761184",0,0,0,0,0,0,0,0
"382427","Best3",0,0,0,0,0,0,0,0
"432589","Gm11541",0,0,0,0,0,0,0,0
"433693","Akirin2",8.1951,8.2927,8.5546,7.8328,8.8831,7.8772,8.1819,8.2468
"104001","Rtn1",2.4343,2.0034,0,0,0,0,0,1.1746
"224055","Rtp2",0,0,0,0,0,0,0,0
"76441","Daam2",1.5758,0,0,0,0,0,0,0
"230837","Asap3",0,0,0,0,0,1.0896,1.7107,2.9158
"231002","Plekhn1",4.4121,4.6629,5.256,4.3869,2.9119,6.6045,5.8905,6.4452
"213043","Aox3l1",0,0,0,0,0,0,0,0
"215654","Cdh12",0,0.06891,0,0,0,0,0,0
"217431","Nol10",6.2482,5.3249,6.8382,5.6797,7.1112,4.9618,5.8704,4.2964
"233208","Scaf1",5.8912,5.5877,2.2627,6.9238,5.2597,5.5066,6.2385,5.6192
"380768","Gm1568",0,0,0,0,0,0,0,3.1228
"386463","Cdsn",0,0,0,2.7323,0,0,0,0
"386612","Thoc6",5.9097,6.0547,6.7756,6.5288,6.2693,5.9826,5.7231,6.1009
"433365","Gm5531",0,0,0,0,0,0,0,0
"434179","Gm5595",0.457,0.2568,0,0,0,0,3.2672,3.899
"434440","Fbxw20",0,0,0,0,0,0,0,0
"493809","Taar3",0,0,0,0,0,0,0,0
"140795","P2ry14",0,4.8054,1.8069,4.0891,5.472,6.9553,7.0222,6.9638
"71820","Wdr34",1.8604,2.6888,4.0086,0,0,0,0,0
"209513","Taar4",0,0,0,0,0,0,0,0
"240034","Zfp760",5.7667,5.2275,4.6843,5.7469,5.8943,4.814,4.7822,4.9723
"241950","Bbs12",0,0,3.1104,0,0,0,0,0
"75553","Zc3h14",6.8567,7.6205,7.1602,7.6305,7.055,7.6273,6.9181,7.2362
"11539","Adora1",0,0,0,0,0,0,0,0
"17859","Mxi1",9.4717,10.1804,8.3817,9.0918,8.9352,9.3374,9.1067,8.7706
"69282","1700001J03Rik",0,1.7339,0,0,0,2.2129,2.9263,0
"207728","Pde2a",6.2299,5.0244,0,5.4817,4.1908,5.1179,5.8234,3.3844
"210104","Zfp658",3.762,3.3199,4.8621,0,3.4737,2.9106,4.1239,3.9532
"211978","Zfyve26",4.6906,3.8956,0,5.3571,0,5.0488,4.5024,3.2672
"16190","Il4ra",3.354,5.0474,4.1228,3.97,4.6731,7.5174,6.9023,6.7656
"231889","Bud31",5.8694,6.8385,6.9086,6.868,6.2486,6.5171,6.1391,7.3013
"494124","Calm5",0,0,0,0,0,0,0,0
NA,"Whrn",0,0,0,0,0,0,0,0
"381107","Tmem232",0,0,0,0,0,3.8367,0,0
"74042","4921501E09Rik",0,0,0,0,0,0,0,0
"238405","Adam6b",0,0,0,0,0,0,0,0
"381204","Naaladl1",0,0,0,0,0,0,0,0
"382007","Adam26b",0,0.1221,0,0,0,0,0,0
"384806","4930529F22Rik",0,0,0,0,0,0,0,0
"333473","Zfp36l3",0,0,0,0,0,0,0,0
"381531","Mup21",0,0,0,0,0,0,0,0
"70450","Unc13d",5.2296,5.7531,4.5618,4.0891,5.1815,6.4616,7.3474,7.4964
"215854","Taar5",0,0,0,0,0,0,0,0
"494468","Armcx5",3.354,4.9986,5.4375,5.1917,5.3339,6.4616,5.791,7.0521
"52398","11-Sep",8.1089,8.2241,9.2266,9.1292,10.4445,6.3614,7.4932,7.0367
"215493","A3galt2",0,-1.5464,0,0,0,0,2.9263,2.0299
"237781","Smcr7",2.9353,1.7339,4.8019,4.5618,5.5051,6.3982,7.263,6.8818
"329244","Il19",0,0,0,0,0,0,0,0
"75974","Dock11",5.9397,6.7905,7.5712,5.8601,6.8757,5.2024,6.4893,6.495
"228777","Nrsn2",0,0,0,0,0,0,0,0
"230125","Mcart1",7.179,7.7694,7.8179,8.2756,7.2687,7.6359,7.0449,6.9269
"234788","Slc38a8",0,0,0,0,0,0,0,0
"382010","BC088983",7.0174,6.5881,6.7527,7.6305,5.8415,5.0488,5.5051,2.6327
"494519","Abpd",0,0,0,0,0,0,0,0
"231630","Ficd",3.354,0.1559,0,4.4816,0,3.1271,1.7107,3.1228
"209517","Taar7b",0,0,0,0,0,0,0,0
"215855","Taar6",0,0,0,0,0,0,0,0
"215856","Taar7a",-0.229,-0.2732,-2.2278,2.183,-1.7451,-0.05804,-0.3545,0.4429
"215859","Taar8a",0,0,0,0,0,0,0,0
"503558","Taar9",0,0,0,0,0,0,0,0
"240087","Mdc1",8.3264,8.4816,8.3446,7.8531,8.5025,7.7396,7.0854,7.2
"241877","Slc10a5",0,0,0,0,0,0,0,0
"276742","Taar7e",0,0,0,0,0,0,0,0
"333654","Ppp1r13l",0,0,0,0,3.8971,0,0,0
"382348","Taar8b",0,0,0,0,0,0,0,0
"435206","Taar7d",0,0,0,0,0,0,0,0
"435207","Taar7f",0,0,0,0,0,0,0,0
"494546","Taar8c",0,0,0,0,0,0,0,0
"15466","Hrh2",0,0.1504,0,0,0,3.742,5.8401,5.9221
"329460","Olfr1193",0,0,0,0,0,0,0,0
"258219","Olfr94",0,0,0,0,0,0,0,0
"258220","Olfr1148",0,0,0,0,0,0,0,0
"258222","Olfr310",0,0,0,0,0,0,0,0
"258225","Olfr913",0,0,0,0,0,0,0,0
"258227","Olfr1418",0,0,0,0,0,0,0,0
"258228","Olfr1415",0,0,0,0,0,0,0,0
"259143","Olfr503",0,0,0,0,0,0,0,0
"259144","Olfr456",0,0,0,0,0,0,0,0
"259145","Olfr1251",0,0,0,0,0,0,0,0
"259147","Olfr723",0,0,0,0,0,0,0,0
"259148","Olfr329-ps",0,0,0,0,0,0,0,0
"259151","Olfr1037",0,0,0,0,0,0,0,0
"259161","Olfr688",0.2344,0,0,0,0,0,0,0
"258166","Olfr988",0,0,0,0,0,0,0,0
"258167","Olfr1182",0,0,0,0,0,0,0,0
"258168","Olfr566",0,0,0,0,0,0,0,0
"258173","Olfr1532-ps1",0,0,0,0,0,0,0,0
"258178","Olfr180",0,0,0,0,0,0,0,0
"433292","Nms",0,0,0,0,0,0,0,0
"497071","Rnase13",0,0,0,0,0,0,0,0
"257899","Olfr1000",0,0,0,0,0,0,0,0
"69888","Cyp2c66",0,0,0,0,0,0,0,0
"258218","Olfr102",0,0,0,0,0,0,0,0
"228787","Xkr7",0,0,0,0,0,0,0,0
"545140","Olfr288",0,0,0,0,0,0,0,0
"257875","Olfr1116-ps",0,0,0,0,0,0,0,0
"257880","Olfr1066",0,0,0,0,0,0,0,0
"257881","Olfr205",0,0,0,0,0,0,0,0
"257883","Olfr1357",0,0,0,0,0,0,0,0
"257884","Olfr744",0,0,0,0,0,0,0,0
"257885","Olfr885",0,0,0,0,0,0,0,0
"257886","Olfr225",0,0,0,0,0,0,0,0
"257888","Olfr1386",0,0.02543,0,0,0,0,0,0
"257891","Olfr479",0,0.08696,0,0,0,0,0,0
"257892","Olfr324",0,0,0,0,0,0,0,0
"257898","Olfr867",0,0,0,0,0,0,0,0
"257902","Olfr704",0,0,0,0,0,0,0,0
"257904","Olfr294",0,0,0,0,0,0,0,0
"257905","Olfr298",0,0,0,0,0,0,0,0
"257906","Olfr293",0,0,0,0,0,0,0,0
"257908","Olfr115",0,0,0,0,0,0,0,0
"257909","Olfr735",0,-2.2537,0,0,0,0,0,0
"257910","Olfr671",-3.038,0,0,0,0,0,0,0
"257912","Olfr948",0,0,0,0,0,0,0,0
"257914","Olfr663",0,0,0,0,0,0,0,0
"257915","Olfr1016",0,0,0,0,0,0,0,0
"257916","Olfr1031",0,0,0,0,0,0,0,0
"257917","Olfr314",0,0,0,0,0,0,0,0
"257921","Olfr1229",0,0,0,0,0,0,0,0
"257929","Olfr299",0,0,0,0,0,0,0,0
"257931","Olfr317",0,0,0,0,0,0,0,0
"257932","Olfr332",0,0,0,0,0,0,0,0
"257933","Olfr1089",0,0,0,0,0,0,0,0
"257935","Olfr1287",0,0,0,0,0,0,0,0
"257936","Olfr1028",0,0,0,0,0,0,0,0
"257938","Olfr1419",0,0,0,0,0,0,0,0
"257939","Olfr527",0,0,0,0,0,0,0,0
"257941","Olfr1042",0,0,0,0,0,0,0,0
"257943","Olfr285",0,0,0,0,0,0,0,0
"629524","Olfr286",0,0,0,0,0,0,0,0
"634104","Olfr287",0,0,0,0,0,0,0,0
"257947","Olfr543",0,0,0,0,0,0,0,0
"257950","Olfr1039",0,0,0,0,0,0,0,0
"257951","Olfr987",0,0,0,0,0,0,0,0
"257956","Olfr1307",0,0,0,0,0,0,0,0
"257962","Olfr222",0,0,0,0,0,0,-1.6485,0
"257971","Olfr1382",0,0,0,0,0,0,0,0
"257972","Olfr193",0,0,0,0,0,0,0,0
NA,"Olfr207",0,0,0,0,0,0,0,0
"257975","Olfr598",0,0,0,0,0,0,0,0
"257978","Olfr1322",0,0,0,0,0,0,0,0
"257980","Olfr1275",0,0,0,0,0,0,0,0
"257984","Olfr1249",0,0,0,0,0,0,0,0
"257985","Olfr782",0,0,0,0,0,0,0,0
"257996","Olfr884",0,0,0,0,0,0,0,0
"258016","Olfr453",0,0,0,0,0,0,0,0
"258019","Olfr212",0,0,4.163,0,0,0,0,1.8786
"258020","Olfr213",0,0,0,0,0,0,0,0
"258022","Olfr1318",0,0,0,0,0,0,0,0
"258023","Olfr1306",0,0,0,0,0,0,0,0
"258025","Olfr1211",0,0,0,0,0,0,0,0
"258027","Olfr1385",-2.4571,0,0,0,0,0,0,0
"258028","Olfr901",0,0,0,0,0,0,0,0
"258035","Olfr191",0,0,0,0,0,0,0,0
